export_name,key,question,context,fieldTitle
SpouseLocationOutsideUSTemp,SPOUSE_LOCATION_OUTSIDE_US,"Because %(spouseFirstName)s is not in the US, please specify %(spouseFirstName)s's location.",,
ChildFirstNameTemp,%(childCount)s_CHILD_FIRST_NAME,What is your %(childCount)s child's first name?,,%(childCount)s child's first name
ChildMiddleNameTemp,%(childCount)s_CHILD_MIDDLE_NAME,What is %(childFirstName)s's middle name?,,%(childCount)s child's middle name
ChildLastNameTemp,%(childCount)s_CHILD_LAST_NAME,What is %(childFirstName)s's last name(s)?,,%(childCount)s child's last name
ChildCurrentNationalityTemp,%(childCount)s_CHILD_CURRENT_NATIONALITY,What is %(childFirstName)s's current nationality?,"If %(childFirstName)s's nationality has been taken away from them and %(childFirstName)s has no legal right to live in any country,",
ChildBirthDateTemp,%(childCount)s_CHILD_BIRTH_DATE,What is %(childFirstName)s's date of birth?,"If you aren't sure of %(childFirstName)s's birth date, and you aren't able to locate documents showing it, you can",%(childFirstName)s's birth date
ChildBirthCityTemp,%(childCount)s_CHILD_BIRTH_CITY,In which city was %(childFirstName)s's born?,,%(childFirstName)s's birth city
ChildBirthStateTemp,%(childCount)s_CHILD_BIRTH_STATE,In which state or province was %(childFirstName)s's born?,,%(childFirstName)s's birth state
ChildGenderTemp,%(childCount)s_CHILD_GENDER,What is %(childFirstName)s's gender?,"If %(childFirstName)s's asylum claim involves gender identity such that choosing either ""Male"" or ""Female"" is no simple matter, choose ""Other / See supplement"" here. This can be explained further in the supplementary statement.",
ChildUSSSNTemp,%(childCount)s_CHILD_US_SSN,"If %(childFirstName)s has one, what is their United States Social Security Number?","Social Security Numbers (SSN) look like this: 000-00-0000. They are unique for each individual, used to track Social Security benefits and for other identification purposes.",
ChildRaceEthnicTribalGroupTemp,%(childCount)s_CHILD_RACE_ETHNIC_TRIBAL_GROUP,"Which race, ethnic or tribal group does %(childFirstName)s belong to?","If %(childFirstName)s is applying for asylum based on race, ethnicity, or tribal affiliation, enter the name of %(childFirstName)s's group here. Make sure that the identifying name matches any evidence that you are attaching to prove %(childFirstName)s's claim. If you need further space to explain, enter ""N/A"" or leave this space empty and explain this further in the supplementary statement.",
ChildBirthCityCountryTemp,%(childCount)s_CHILD_BIRTH_CITY_COUNTRY,In which country and city was %(childFirstName)s born?,,
ChildBirthCountryTemp,%(childCount)s_CHILD_BIRTH_COUNTRY,In which country was %(childFirstName)s born?,,%(childFirstName)s country of birth
ChildAlienRegistrationNumberTemp,%(childCount)s_CHILD_ALIEN_REGISTRATION_NUMBER,"If %(childFirstName)s has one, what is %(childFirstName)s's Alien Registration Number?","Also known as an A-Number or USCIS#, an Alien Registration Number is an 8 or 9 digit number that can",%(childFirstName)s's Alien Registration Number
ChildPassportIDNumberTemp,%(childCount)s_CHILD_PASSPORT_ID_NUMBER,What is %(childFirstName)s's passport number or ID card number?,"If %(childFirstName)s does not have a passport, enter ""N/A"" in every relevant space. If %(childFirstName)s used a false passport, you should still answer ""N/A,"" but explain further in the supplemental statement.",
ChildMaritalStatusTemp,%(childCount)s_CHILD_MARITAL_STATUS,What is %(childFirstName)s's marital status?,"This refers to %(childFirstName)s's legal relationship status, not their current living situation.",
ChildInUSTemp,%(childCount)s_CHILD_IN_US,Is %(childFirstName)s in the US?,,
ChildLocationOutsideUSTemp,%(childCount)s_CHILD_LOCATION_OUTSIDE_US,"Because %(childFirstName)s is not in the US, please specify %(childFirstName)s's location.",,
ChildI94NumberTemp,%(childCount)s_CHILD_I_94_NUMBER,"If %(childFirstName)s has one, what is %(childFirstName)s's current I-94 number?","If %(childFirstName)s has entered the US on a visa before, their I-94 number should be entered here. If %(childFirstName)s has",
ChildVisaStatusLastTemp,%(childCount)s_CHILD_MOST_RECENT_US_ENTRY_VISA_STATUS,What was %(childFirstName)s's visa status the last time %(childFirstName)s was admitted to the US?,You do not need to answer this if %(childFirstName)s has never been admitted to the United States before.,
ChildVisaStatusCurrentTemp,%(childCount)s_CHILD_CURRENT_VISA_STATUS,What is %(childFirstName)s's current visa status?,,
ChildVisaStatusExpireTemp,%(childCount)s_CHILD_VISA_STATUS_EXPIRATION,When does %(childFirstName)s's visa status expire?,You only need to answer this if the visa has an expiration date.,
ChildCourtNowTemp,%(childCount)s_CHILD_COURT_NOW,Is %(childFirstName)s currently in a court proceeding?,,
ChildMostRecentUSEntryPlaceTemp,%(childCount)s_CHILD_MOST_RECENT_US_ENTRY_PLACE,Where did %(childFirstName)s most enter into the United States?,,
ChildMostRecentUSEntryDateTemp,%(childCount)s_CHILD_MOST_RECENT_US_ENTRY_DATE,When did %(childFirstName)s arrive in the United States?,,
ChildAppInclusionTemp,%(childCount)s_CHILD_APP_INCLUSION,Do you want %(childFirstName)s to be included in this application?,"If you want %(childFirstName)s to be included in this application, you will need to include their photograph in the extra copy of the application submitted for %(childFirstName)s.",
SiblingFullNameTemp,%(siblingCount)s_SIBLING_FULL_NAME,What is your %(siblingCount)s sibling's full name?,,%(siblingCount)s sibling's full name
SiblingBirthCityCountryTemp,%(siblingCount)s_SIBLING_BIRTH_CITY_COUNTRY,In which city or town and country was your %(siblingCount)s sibling born?,,%(siblingCount)s sibling's city or town and country of birth
SiblingDeceasedTemp,%(siblingCount)s_SIBLING_DECEASED,Is your %(siblingCount)s sibling deceased?,,Is your %(siblingCount)s sibling deceased?
SiblingCurrentCityCountryTemp,%(siblingCount)s_SIBLING_CURRENT_CITY_COUNTRY,In which city or town and country is your %(siblingCount)s sibling currently?,,%(siblingCount)s sibling's current city or town and country
CurrentCountryNationalityTemp,%(nationalityCount)s_CURRENT_COUNTRY_NATIONALITY,What is the country of your %(nationalityCount)s nationality?,,
BirthDateTemp,BIRTH_DATE,What is your date of birth?,"If you aren't sure of your birth date, and you aren't able to locate documents showing it, you can",
BeforeUSResidenceStreetTemp,BEFORE_US_RESIDENCE_STREET,What was the number and street of the last address you lived at before coming to the United States?,This address is where you physically resided outside the US.,Number and street
BeforeUSResidenceTypeTemp,BEFORE_US_RESIDENCE_TYPE,What type of residence was your residence?,,Type of residence
BeforeUSResidenceAparmentNumberTemp,BEFORE_US_RESIDENCE_APARTMENT_NUMBER,What was the apartment/suite/floor number of your residence?,,Apartment/suite/floor number of your residence
BeforeUSResidenceCityTemp,BEFORE_US_RESIDENCE_CITY,In which city is %(beforeUSResidence)s?,This address is where you physically resided outside the US.,City
BeforeUSResidenceStateTemp,BEFORE_US_RESIDENCE_STATE,"In which department, province, or state is %(beforeUSResidence)s?",This address is where you physically resided outside the US.,"Department, province, or state"
BeforeUSResidenceStateOnlyTemp,BEFORE_US_RESIDENCE_STATE,In which state is %(beforeUSResidence)s?,This address is where you physically resided outside the US.,State
BeforeUSResidenceProvinceTemp,BEFORE_US_RESIDENCE_PROVINCE,In which state is %(beforeUSResidence)s?,This address is where you physically resided outside the US.,Province
BeforeUSResidenceZipCodeTemp,BEFORE_US_RESIDENCE_ZIP_CODE,In which zip code is %(beforeUSResidence)s?,,Zip code
BeforeUSResidencePostalCodeTemp,BEFORE_US_RESIDENCE_POSTAL_CODE,In which postal code is %(beforeUSResidence)s?,,Postal code
BeforeUSResidenceCountryTemp,BEFORE_US_RESIDENCE_COUNTRY,In which country is %(beforeUSResidence)s?,This is the country outside the US where you resided.,Country
BeforeUSResidenceFromTemp,BEFORE_US_RESIDENCE_FROM,When did you begin living at %(beforeUSResidence)s?,This address is where you physically resided outside the US. Enter in Mo/Yr format.,Month and year when you began living here
BeforeUSResidenceToTemp,BEFORE_US_RESIDENCE_TO,When did you leave %(beforeUSResidence)s?,This address is where you physically resided outside the US. Enter in Mo/Yr format.,Month and year when you stopped living here
BeforeUSResidenceFromFullDateTemp,BEFORE_US_RESIDENCE_FROM_FULL_DATE,When did you begin living at %(beforeUSResidence)s?,,Date when you began living here
BeforeUSResidenceToFullDateTemp,BEFORE_US_RESIDENCE_TO_FULL_DATE,When did you stop living at %(beforeUSResidence)s?,,Date when you stopped living here
ResidenceCareOfTemp,%(residenceCount)s_RESIDENCE_CARE_OF,"If the address belongs to someone else, please indicate their name here.",,Full name of person caring for this mailing address
ResidenceStreetTemp,%(residenceCount)s_RESIDENCE_STREET,What is the number and street of your %(residenceCount)s residence?,,Number and street of your %(residenceCount)s residence
ResidenceTypeTemp,%(residenceCount)s_RESIDENCE_TYPE,What type of residence is your %(residenceCount)s residence?,,Type of %(residenceCount)s residence
ResidenceAparmentNumberTemp,%(residenceCount)s_RESIDENCE_APARTMENT_NUMBER,What is the apartment/suite/floor number of your %(residenceCount)s residence?,,Apartment/suite/floor number of %(residenceCount)s residence
ResidenceCityTemp,%(residenceCount)s_RESIDENCE_CITY,In which city or town is %(pastResidence)s?,,City or town
ResidenceStateTemp,%(residenceCount)s_RESIDENCE_STATE,"In which department, province, or state is %(pastResidence)s?",,"Department, province, or state"
ResidenceStateOnlyTemp,%(residenceCount)s_RESIDENCE_STATE_ONLY,In which state is %(pastResidence)s?,,State
ResidenceCountyTemp,%(residenceCount)s_RESIDENCE_COUNTY,In which county is %(pastResidence)s?,,County
ResidenceProvinceTemp,%(residenceCount)s_RESIDENCE_PROVINCE,In which province is %(pastResidence)s?,,Province
ResidenceZipCodeTemp,%(residenceCount)s_RESIDENCE_ZIP_CODE,In which zip code is %(pastResidence)s?,,Zip code
ResidenceCountryTemp,%(residenceCount)s_RESIDENCE_COUNTRY,In which country is %(pastResidence)s?,,Country
ResidencePostalCodeTemp,%(residenceCount)s_RESIDENCE_POSTAL_CODE,In which postal code is %(pastResidence)s?,,Postal code
ResidenceFromTemp,%(residenceCount)s_RESIDENCE_FROM,When did you begin living at %(pastResidence)s?,Mo/Yr,Month and year when you began living here
ResidenceToTemp,%(residenceCount)s_RESIDENCE_TO,When did you stop living at %(pastResidence)s?,Mo/Yr,Month and year when you stopped living here
ResidenceFromFullDateTemp,%(residenceCount)s_RESIDENCE_FROM_FULL_DATE,When did you begin living at %(pastResidence)s?,,Date when you began living here
ResidenceToFullDateTemp,%(residenceCount)s_RESIDENCE_TO_FULL_DATE,When did you stop living at %(pastResidence)s?,,Date when you stopped living here
PastResidenceCount,PAST_RESIDENCE_COUNT,How many previous residences have you had?,,
EmploymentHistoryCount,BENEFICIARY_EMPLOYMENT_HISTORY_COUNT,How many jobs have you had?,,
MostRecentUSEntryDateTemp,%(entryCount)s_MOST_RECENT_US_ENTRY_DATE,When was your %(entryCount)s most recent entry into the United States?,,Date of %(entryCount)s most recent entry
MostRecentUSEntryPlaceTemp,%(entryCount)s_MOST_RECENT_US_ENTRY_PLACE,Where was your %(entryCount)s most recent entry into the United States?,,Location of %(entryCount)s most recent entry
MostRecentUSEntryStatusTemp,%(entryCount)s_MOST_RECENT_US_ENTRY_STATUS,"During your %(entryCount)s most recent entry into the United States, with what status did you enter (if you","Examples include: B-2 visitor, F-1 student, parolee, deferred action, no status or category.","Your %(entryCount)s most recent entry status (ie. B-2 visitor, F-1 student, parolee, deferred action, no status or category)"
MostRecentUSEntryStatusTempOther,%(entryCount)s_MOST_RECENT_US_ENTRY_STATUS_OTHER,"During your %(entryCount)s most recent entry into the United States, with what status did you enter (if you had a status)?","Examples include: TN, H-1B, J-1, Refugee, B-1 visitor","Your %(entryCount)s most recent entry status (ie. TN, H-1B, J-1, Refugee, B-1 visitor)"
MostRecentUSEntryStatusExpireTemp,%(entryCount)s_MOST_RECENT_US_ENTRY_STATUS_EXPIRE,When does this status expire?,,
EducationSchool,%(schoolCount)s_EDUCATION_SCHOOL,What is the name of the %(schoolCount)s school you most recently attended?,,%(schoolCount)s school name
EducationType,%(schoolCount)s_EDUCATION_TYPE,What type of school is %(schoolName)s?,,Type of your %(schoolCount)s school
EducationCourseType,%(schoolCount)s_EDUCATION_COURSE_TYPE,What was your course of study at %(schoolName)s?,,Course of study at %(schoolCount)s school
EducationDegrees,%(schoolCount)s_EDUCATION_DEGREES_RECEIVED,What degrees did you receive from %(schoolName)s?,,Degrees received
EducationFieldOfStudy,%(schoolCount)s_EDUCATION_FIELD_OF_STUDY,What was your field of study at %(schoolName)s?,,Field of study
EducationAddress,%(schoolCount)s_EDUCATION_ADDRESS,What is the address or location of %(schoolName)s?,,%(schoolCount)s school address or location
EducationFrom,%(schoolCount)s_EDUCATION_FROM,When did you begin studying at %(schoolName)s?,Mo/Yr,When did you begin studying at your %(schoolCount)s school?
EducationTo,%(schoolCount)s_EDUCATION_TO,When did you stop studying at %(schoolName)s?,Mo/Yr,When did you stop studying at your %(schoolCount)s school?
EducationCount,EDUCATION_COUNT,How many schools have you attended?,,
EmploymentNameAndAddrTemp,%(employerCount)s_EMPLOYMENT_NAME,What is the name and address of your %(employerCount)s employer?,,Name and address of your %(employerCount)s employer
EmploymentNameTemp,%(employerCount)s_EMPLOYMENT_NAME_ONLY,What is the name of your %(employerCount)s employer?,,Name of your %(employerCount)s employer
EmploymentStreetAddrTemp,%(employerCount)s_EMPLOYMENT_STREET_ADDR,What is the number and street address of your %(employerCount)s employer?,,Number and street address of your %(employerCount)s employer
EmploymentAddressTypeTemp,%(employerCount)s_EMPLOYMENT_ADDRESS_TYPE,"Does the address of your %(employerCount)s employer include an Apartment, Suite, or Floor?",,This address is a(n)
EmploymentAptNumberTemp,%(employerCount)s_EMPLOYMENT_APT_NUMBER,"What is the apartment, suite, or floor number of the mailing address of your %(employerCount)s employer?",,Number
EmploymentCityTemp,%(employerCount)s_EMPLOYMENT_CITY,What is the city of the address of your %(employerCount)s employer?,,City/town
EmploymentStateAbbvTemp,%(employerCount)s_EMPLOYMENT_STATE_ABBV,In which state is the mailing address of your %(employerCount)s employer?,Please use the 2-letter abbreviation for the state.,State
EmploymentZipTemp,%(employerCount)s_EMPLOYMENT_ZIP,What is the Zip code of the mailing address of your %(employerCount)s employer?,,Zip code
EmploymentProvinceTemp,%(employerCount)s_EMPLOYMENT_PROVINCE,What is the province of the mailing address of your %(employerCount)s employer?,,Province
EmploymentPostalCodeTemp,%(employerCount)s_EMPLOYMENT_POSTAL_CODE,What is the postal code of the address of your %(employerCount)s employer?,,Postal code
EmploymentCountryTemp,%(employerCount)s_EMPLOYMENT_COUNTRY,What is the country of the address of your %(employerCount)s employer?,,Country
EmploymentPhoneNumberTemp,%(employerCount)s_EMPLOYMENT_PHONE_NUMBER,What is the phone number of your %(employerCount)s employer?,,Employer phone number
EmploymentSuperviserFirstNameTemp,%(employerCount)s_EMPLOYMENT_SUPERVISER_FIRST_NAME,What is the first name of your supervisor at your %(employerCount)s employer?,,Supervisor first name
EmploymentSuperviserLastNameTemp,%(employerCount)s_EMPLOYMENT_SUPERVISER_LAST_NAME,What is the last name of your supervisor at your %(employerCount)s employer?,,Supervisor last name
EmploymentOccTemp,%(employerCount)s_EMPLOYMENT_OCC,What was the title of your occupation at your %(employerCount)s employer?,,%(employerCount)s occupation
EmploymentDutiesTemp,%(employerCount)s_EMPLOYMENT_DUTIES,What were your job duties at your %(employerCount)s employer?,,Job duties
EmploymentFromTemp,%(employerCount)s_EMPLOYMENT_FROM,When did you start working at your %(employerCount)s occupation?,Mo/Yr,%(employerCount)s occupation start month and year
EmploymentToTemp,%(employerCount)s_EMPLOYMENT_TO,When did you stop working at your %(employerCount)s occupation?,Mo/Yr,%(employerCount)s occupation end month and year
EmploymentToDate,EMPLOYMENT_TO_DATE,When will you stop working for your employer?,,Employment end date
EmploymentFromDate,EMPLOYMENT_FROM_DATE,When did you start working for your employer?,,Employment start date
EmploymentFromDateTemp,%(employerCount)s_EMPLOYMENT_FROM_DATE,When did you start working at your %(employerCount)s occupation?,,%(employerCount)s occupation start date
EmploymentToDateTemp,%(employerCount)s_EMPLOYMENT_TO_DATE,When did you stop working at your %(employerCount)s occupation?,,%(employerCount)s occupation end date
PastEmploymentCount,PAST_EMPLOYMENT_COUNT,How many jobs have you had?,,
FirstH1BPetition,FIRST_H1B_PETITION,Is this your first H-1B petition?,,
H1BPetitionGoal,PETITION_GOAL,What would you like to do with this petition?,,
FounderOrExec,FOUNDER_OR_EXEC,Are you an executive or founder of the company that will employ you?,,
MostRecentApplicationNumber,PETITION_RECEIPT_NUMBER,What is the receipt number from your most recent petition or application?,"Don’t worry if you don’t have one or you don’t remember, you can continue without filling this in.",Receipt number
HighestEducationLevel,HIGHEST_EDUCATION_LEVEL,What’s the highest level of education you’ve received?,,Education level
HighestEducationField,HIGHEST_EDUCATION_FIELD,What was your field of study?,,Field of study
HighestEducationSchool,HIGHEST_DEGREE_SCHOOL,What was the school that awarded the highest relevant degree?,,School awarding degree
HighestEducationSchoolUS,HIGHEST_DEGREE_SCHOOL_US,Is the school that awarded the highest relevant degree in the U.S.?,,Is the school in the U.S.?
HighestEducationSchoolStreet,HIGHEST_DEGREE_SCHOOL_ADDRESS_STREET,What is the street address of the school that awarded the highest relevant degree?,,School street address
HighestEducationSchoolAddressType,HIGHEST_DEGREE_SCHOOL_ADDRESS_TYPE,"Does the address of the company employing you include an Apartment, Suite, or Floor?",,This address is a(n)
HighestEducationSchoolAddressAptNumber,HIGHEST_DEGREE_SCHOOL_ADDRESS_APT_NUMBER,"What is the apartment, suite, or floor number of the mailing address of the company employing you?",,Number
HighestEducationSchoolAddressCity,HIGHEST_DEGREE_SCHOOL_ADDRESS_CITY,What is the city of the address of the company employing you?,,City/town
HighestEducationSchoolAddressStateAbbv,HIGHEST_DEGREE_SCHOOL_ADDRESS_STATE_ABBV,In which state is the mailing address of the company employing you?,Please use the 2-letter abbreviation for the state.,State
HighestEducationSchoolAddressZip,HIGHEST_DEGREE_SCHOOL_ADDRESS_ZIP,What is the Zip code of the mailing address of the company employing you?,,Zip code
HighestEducationDateAwarded,HIGHEST_DEGREE_DATE_AWARDED,What was the date when you were awarded your highest relevant degree?,,Date degree was awarded
NoUSSSN,NO_USSSN,I don't have a U.S. Social Security Number,,I don't have a U.S. Social Security Number
FatherFirstName,FATHERS_FIRST_NAME,Enter your father's first name,Father's first name,Father's first name
FatherMiddleName,FATHERS_MIDDLE_NAME,Enter your father's middle name if applicable,Father's middle name,Father's middle name
FatherLastName,FATHERS_LAST_NAME,Enter your father's last name,Father's last name,Father's last name
ParentFirstName,%(count)s_PARENT_FIRST_NAME,Enter your %(count)s parent's first name,%(count)s parent's first name,%(count)s parent's first name
ParentMiddleName,%(count)s_PARENT_MIDDLE_NAME,Enter your %(count)s parent's middle name if applicable,,%(count)s parent's middle name
ParentLastName,%(count)s_PARENT_LAST_NAME,Enter your %(count)s parent's last name,,%(count)s parent's last name
ParentBirthFirstName,%(count)s_PARENT_BIRTH_FIRST_NAME,Enter your %(count)s parent's first name at birth if different from their legal name,,%(count)s parent's first name at birth
ParentBirthMiddleName,%(count)s_PARENT_BIRTH_MIDDLE_NAME,Enter your %(count)s parent's middle name at birth if applicable,,%(count)s parent's middle name at birth
ParentBirthLastName,%(count)s_PARENT_BIRTH_LAST_NAME,Enter your %(count)s parent's last name at birth if different from their legal name,,%(count)s parent's last name at birth
ParentBirthDate,%(count)s_PARENT_BIRTH_DATE,Enter your %(count)s parent's birth date,,%(count)s parent's birth date
ParentDateBecameCitizen,%(count)s_PARENT_DATE_BECAME_CITIZEN,What is the date your parent became a citizen?,,Date your parent became a citizen
ParentAlienNumber,%(count)s_PARENT_ALIEN_NUMBER,What is your parent's alien number?,,A-
ParentGender,%(count)s_PARENT_GENDER,Enter your %(count)s parent's gender,,%(count)s parent's gender
ParentBirthCity,%(count)s_PARENT_BIRTH_CITY,In which city or town was your %(count)s parent born?,,%(count)s parent's city or town of birth
ParentBirthCountry,%(count)s_PARENT_BIRTH_COUNTRY,In which country was your %(count)s parent born?,,%(count)s parent's country of birth
ParentDeceased,%(count)s_PARENT_DECEASED,Is your %(count)s parent deceased?,,Is your %(count)s parent deceased?
ParentCurrentCity,%(count)s_PARENT_CURRENT_CITY,In which city or town is your %(count)s parent currently?,,City or town of current residence
ParentCurrentCountry,%(count)s_PARENT_CURRENT_COUNTRY,In which country is your %(count)s parent currently?,,Country of current residence
ParentCurrentStatus,%(count)s_PARENT_STATUS,What is your %(count)s parent's visa status?,,Status
ParentsMarriageDate,PARENTS_MARRIAGE_DATE,Enter your parents' marriage date,,Parents' marriage date
ParentCount,PARENT_COUNT,How many parents do you have?,,
MotherFirstName,MOTHERS_FIRST_NAME,Enter your mother's first name,Mother's first name,Mother's first name
MotherMiddleName,MOTHERS_MIDDLE_NAME,Enter your mother's middle name if applicable,Mother's middle name,Mother's middle name
MotherLastName,MOTHERS_LAST_NAME,Enter your mother's last name,Mother's last name,Mother's last name
DiplomaDocument,DIPLOMA_DOCUMENT,Diplomas,This should include a clear scan of your diploma for every degree you’ve received that is a Bachelors degree or higher.,
TranscriptDocument,TRANSCRIPT_DOCUMENT,Transcripts,This should include the transcript(s) for any coursework that supported your degree(s).,
OfferLetterDocument,OFFER_LETTER_DOCUMENT,Offer letter,,
CVOrResume,CV_OR_RESUME_DOCUMENT,CV or resumé,"Upload a copy of your current CV or resumé (the more detail about your area of expertise, the better)",
EnglishTranslationDocument,ENGLISH_TRANSLATION_DOCUMENT,English translations (if any),"If any of these documents are not in English, you can upload English translations of them here.",
DegreeEvaluationDocument,DEGREE_EVALUATION_DOCUMENT,Degree evaluations (if any),"If you have degree evaluations, then you can upload a copy here.",
OtherEducationDocument,OTHER_EDUCATION_DOCUMENT,Other educational documentation,"If there’s anything else you feel might be applicable, feel free to upload it here and your lawyer can review it.",
RecentTaxReturnDocuments,RECENT_TAX_RETURN_DOCUMENTS,Most recent personal tax returns or personal tax assessments from outside the U.S.,,
JobDescription,JOB_DESCRIPTION,Please share a detailed description of this job and the job duties it requires,,Job description
JobDescriptionDocument,JOB_DESCRIPTION_DOCUMENT,Job description,,Job description
JobTitle,JOB_TITLE,What is the job title for this position?,,Job title
AttorneyBeneficiaryJobTitle,JOB_TITLE,What is the job title for this position?,"This will display to your clients when they view their immigration team. Specify what your role is at your form, ie. Paralegal, Legal Assistant, Attorney, etc.",Job title
AttorneyJobTitle,JOB_TITLE,What is the job title for this position?,"This will display to your clients when they view their immigration team. Specify what your role is at your form, ie. Paralegal, Legal Assistant, Attorney, etc.",Job title
JobDepartment,JOB_DEPARTMENT,Which department will the employee be working in?,,Job department
SocCode,SOC_CODE,What SOC code do you think this job corresponds to?,The SOC code is also known as the ONET or OES code. You can look for the code that most closely aligns with this job using the ONET search wizard located at [https://www.onetonline.org/help/online/search](https://www.onetonline.org/help/online/search),Suggested SOC (O*NET/OES) code
SocCodeMajorGroup,SOC_CODE_MAJOR_GROUP,What are the first two digits of the SOC code?,The first two digits of the SOC code represent the major group of the occupation.,SOC code major group
SocCodeDetailedOccupation,SOC_CODE_DETAILED_OCCUPATION,What are the last four digits of the SOC code?,The last four digits of the SOC code represent the detailed occupation.,SOC code detailed occupation
SocCodeJobTitle,SOC_CODE_JOB_TITLE,Job title of SOC code,,Suggested SOC (O*NET/OES) job title
SocEducationalRequirements,SOC_EDUCATIONAL_REQUIREMENTS,What are the educational requirements for the position listed for this postions SOC code?,,SOC Educational Requirements
JobSupervises,JOB_SUPERVISES,Does this position supervise the work of other employees?,,
JobSupervisesNumber,JOB_SUPERVISES_NUMBER,How many employees?,,How many employees?
JobSupervisesType,JOB_SUPERVISES_TYPE,Select the level of those employees,,Select the level of those employees
H1BJobTravelRequired,JOB_TRAVEL_REQUIRED,Will travel be required in order to perform the job duties?,,
H1BJobTravelDetails,JOB_TRAVEL_DETAILS,Please provide details of travel,,Please provide details of travel
JobMinimumDegree,JOB_MINIMUM_DEGREE,What is the minimum U.S. degree required for this position?,,
H1BJobMinimumDegree,JOB_MINIMUM_DEGREE,What is the minimum U.S. degree required for this position?,"Generally, H-1B visas require a minimum of a Bachelor’s degree in the area of expertise related to this job posting.",
H1BOtherDegree,JOB_MINIMUM_DEGREE_OTHER,,,Other degree
H1BJobFieldOfStudy,JOB_FIELD_OF_STUDY,What major or field of study is required?,,What major or field of study is required?
H1BJobSecondDegree,JOB_SECOND_DEGREE,Does this position require a second degree or diploma?,,
JobSecondDegreeField,JOB_SECOND_DEGREE_FIELD,What major or field of study is required for the second degree or diploma?,,Major / Field of study
H1BJobTraining,JOB_TRAINING,Is training for the job opportunity required?,,
H1BJobTrainingMonths,JOB_TRAINING_MONTHS,How many months of training are required?,,How many months of training are required?
H1BJobTrainingName,JOB_TRAINING_NAME,What is the field or name of the training(s) required?,,What is the field or name of the training(s) required?
FullLegalBusinessName,FULL_LEGAL_BUSINESS_NAME,What is the full legal name of your business?,We use this information to communicate with your future employees and fill out forms on your behalf for the government so you don't have to manage it yourself.,Full legal name of your company
CompanyTradeNameExists,COMPANY_TRADE_NAME_EXISTS,,,
TradeName,TRADE_NAME,Does your company do business under another name?,This is sometimes called a trade name or DBA (doing business as).,
CompanyYearEstablished,COMPANY_YEAR_ESTABLISHED,What year was your company established?,,Year Established
USFullTimeEmployeesCount,FULL_TIME_EMPLOYEES_COUNT,How many full-time employees are currently employed by your company in the U.S.?,,Current number of full-time employees in the U.S.
USPartTimeEmployeesCount,PART_TIME_EMPLOYEES_COUNT,How many full time employees are currently employed by your company in the U.S.?,,Current number of part-time employees in the U.S.
CompanyMailAddressSameAsHeadquarters,COMPANY_MAIL_ADDRESS_SAME_AS_HEADQUARTERS,This is also my company's mailing address,,This is also my company's mailing address
EmployeesWorkAtHeadquarters,EMPLOYEES_WORK_AT_HEADQUARTERS,Employees work at this location,,Employees work at this location
EmployeesWorkAtLocation,%(count)s_EMPLOYEES_WORK_AT_LOCATION,Employees work at this location,,Employees work at this location
CompanyHeadquartersAddressStreet,COMPANY_HEADQUARTERS_ADDRESS_STREET,What is the street name and number of the address of the company where you will work?,,Street address
CompanyHeadquartersAddressType,COMPANY_HEADQUARTERS_ADDRESS_TYPE,"Does the address of the company employing you include an Apartment, Suite, or Floor?",,This address is a(n)
CompanyHeadquartersAddressAptNumber,COMPANY_HEADQUARTERS_ADDRESS_APT_NUMBER,"What is the apartment, suite, or floor number of the mailing address of the company employing you?",,Number
CompanyHeadquartersAddressCity,COMPANY_HEADQUARTERS_ADDRESS_CITY,What is the city of the address of the company employing you?,,City/town
CompanyHeadquartersAddressCounty,COMPANY_HEADQUARTERS_ADDRESS_COUNTY,In which county is the address of the company employing you?,,County
CompanyHeadquartersAddressStateAbbv,COMPANY_HEADQUARTERS_ADDRESS_STATE_ABBV,In which state is the mailing address of the company employing you?,Please use the 2-letter abbreviation for the state.,State
CompanyHeadquartersAddressZip,COMPANY_HEADQUARTERS_ADDRESS_ZIP,What is the Zip code of the mailing address of the company employing you?,,Zip code
CompanyHeadquartersAddressProvince,COMPANY_HEADQUARTERS_ADDRESS_PROVINCE,What is the province of the mailing address of the company employing you?,,Province
CompanyHeadquartersAddressPostalCode,COMPANY_HEADQUARTERS_ADDRESS_POSTAL_CODE,What is the postal code of the address of the company employing you?,,Postal code
CompanyHeadquartersAddressCountry,COMPANY_HEADQUARTERS_ADDRESS_COUNTRY,What is the country of the address of the company employing you?,,Country
EmployerFEIN,EMPLOYER_FEIN,What is your Federal Employer Identification Number?,This is also known as an FEIN and can be found on letters and notices to your business from the IRS.,Federal Employer Identification Number
EmployeeId,EMPLOYEE_ID,What is your employee ID?,,Employee ID
EmployerBillingId,EMPLOYER_BILLING_ID,What is your employer billing ID?,,Employer billing ID
I129SIssuanceDate,I129S_ISSUANCE_DATE,When was your I-129S issued?,,I-129S issuance date
I129SExpirationDate,I129S_EXPIRATION_DATE,When does your I-129S expire?,,I-129S expiration
PetitionExpirationDate,PETITION_EXPIRATION_DATE,When does your petition expire?,,Petition expiration
WorkAuthorizationExpirationDate,WORK_AUTHORIZATION_EXPIRATION_DATE,When does your work authorization expire?,,Work authorization expiration
